what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"org.eclipse.ui.workbench",1370015955995
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.workbench.texteditor",1370015956027
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1370015956042
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1370015956058
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1370015956073
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.100.v201011172300,"org.eclipse.wst.common.emfworkbench.integration",1370015956089
started,bundle,org.eclipse.wst.common.frameworks,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks",1370015956105
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1370015956120
started,bundle,org.eclipse.wst.common.modulecore,1.2.100.v201105191800,"org.eclipse.wst.common.modulecore",1370015956151
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.200.v201103170332,"org.eclipse.wst.common.project.facet.core",1370015956183
started,bundle,org.eclipse.wst.common.ui,1.1.500.v200911190730,"org.eclipse.wst.common.ui",1370015956183
started,bundle,org.eclipse.wst.jsdt.core,1.1.100.v201104272153,"org.eclipse.wst.jsdt.core",1370015956214
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1370015956229
started,bundle,org.eclipse.wst.jsdt.ui,1.1.100.v201105041953,"org.eclipse.wst.jsdt.ui",1370015956261
started,bundle,org.eclipse.wst.validation,1.2.300.v201104190230,"org.eclipse.wst.validation",1370015956292
started,bundle,org.eclipse.wst.web,1.1.500.v201104251400,"org.eclipse.wst.web",1370015956323
started,bundle,org.eclipse.wst.xml.core,1.1.600.v201104251227,"org.eclipse.wst.xml.core",1370015956323
os,sysinfo,,,"win32",1370015956323
arch,sysinfo,,,"x86_64",1370015956323
ws,sysinfo,,,"win32",1370015956323
locale,sysinfo,,,"en_US",1370015956323
processors,sysinfo,,,"1",1370015956323
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1370015956323
java.runtime.version,sysinfo,,,"1.7.0_21-b11",1370015956323
java.specification.name,sysinfo,,,"Java Platform API Specification",1370015956323
java.specification.vendor,sysinfo,,,"Oracle Corporation",1370015956323
java.specification.version,sysinfo,,,"1.7",1370015956323
java.vendor,sysinfo,,,"Oracle Corporation",1370015956323
java.version,sysinfo,,,"1.7.0_21",1370015956323
java.vm.info,sysinfo,,,"mixed mode",1370015956323
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1370015956323
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1370015956323
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1370015956323
java.vm.specification.version,sysinfo,,,"1.7",1370015956323
java.vm.vendor,sysinfo,,,"Oracle Corporation",1370015956323
java.vm.version,sysinfo,,,"23.21-b01",1370015956323
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1370015956557
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.100.v201101252155,"org.eclipse.jst.ws.jaxws.dom.integration",1370015956619
